Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,89.05000305175781,89.80999755859375,88.08000183105469,88.69000244140625,85.62876892089844,8413900
2020-01-03,87.26000213623047,87.63999938964844,86.44000244140625,87.0199966430664,84.01639556884766,8340300
2020-01-06,85.91000366210938,86.55000305175781,85.54000091552734,86.51000213623047,83.52400207519531,8381400
2020-01-07,87.04000091552734,89.48999786376953,86.91000366210938,88.97000122070312,85.89910125732422,8377400
2020-01-08,88.9000015258789,89.47000122070312,87.91999816894531,88.70999908447266,85.6480712890625,7619900
2020-01-09,89.66000366210938,90.72000122070312,88.83000183105469,89.91000366210938,86.80664825439453,9155500
2020-01-10,90.51000213623047,92.38999938964844,89.87000274658203,90.26000213623047,87.14456939697266,9668300
2020-01-13,91.05000305175781,92.7300033569336,90.55000305175781,90.97000122070312,87.8300552368164,10367800
2020-01-14,91.12999725341797,91.61000061035156,90.29000091552734,90.55999755859375,87.43421173095703,7800100
2020-01-15,90.75,91.18000030517578,89.25,89.66999816894531,86.57493591308594,7259100
2020-01-16,90.22000122070312,92.2300033569336,89.81999969482422,91.79000091552734,88.62177276611328,9295500
2020-01-17,93.0,96.16999816894531,92.94999694824219,95.91000366210938,92.59955596923828,23694400
2020-01-21,95.33000183105469,95.72000122070312,93.41999816894531,94.54000091552734,91.27684783935547,10868500
2020-01-22,95.26000213623047,95.38999938964844,92.70999908447266,92.97000122070312,89.76103210449219,8342300
2020-01-23,92.8499984741211,92.94999694824219,91.45999908447266,92.0,88.82450866699219,11282000
2020-01-24,92.68000030517578,93.25,88.83000183105469,89.6500015258789,86.55562591552734,9471700
2020-01-27,87.30000305175781,88.22000122070312,86.44999694824219,87.05000305175781,84.04537200927734,9240200
2020-01-28,88.1500015258789,89.54000091552734,87.38999938964844,89.1500015258789,86.0728759765625,9187000
2020-01-29,88.66000366210938,89.0199966430664,87.3499984741211,88.2300033569336,85.18463897705078,8158500
2020-01-30,87.30999755859375,87.86000061035156,86.19000244140625,87.77999877929688,84.75016784667969,8379400
2020-01-31,87.05000305175781,87.16999816894531,85.04000091552734,85.30999755859375,82.36542510986328,9503600
2020-02-03,85.55000305175781,86.58000183105469,85.16000366210938,86.4800033569336,83.49504852294922,7792700
2020-02-04,88.25,88.94999694824219,87.37000274658203,88.93000030517578,85.86048889160156,9236400
2020-02-05,90.98999786376953,91.13999938964844,89.2699966430664,90.91000366210938,87.77214813232422,14220900
2020-02-06,88.05999755859375,90.77999877929688,86.19000244140625,90.61000061035156,87.48249053955078,21059000
2020-02-07,89.62000274658203,90.02999877929688,87.37999725341797,87.41999816894531,84.40259552001953,10725100
2020-02-10,86.77999877929688,88.63999938964844,86.5,88.5999984741211,85.5418701171875,7481300
2020-02-11,89.37000274658203,91.47000122070312,88.9000015258789,90.0,86.89353942871094,9452800
2020-02-12,91.6500015258789,92.44000244140625,91.29000091552734,91.72000122070312,88.5541763305664,9824200
2020-02-13,91.02999877929688,91.37999725341797,89.77999877929688,90.02999877929688,86.92250061035156,8428300
2020-02-14,90.55000305175781,90.80000305175781,88.79000091552734,89.5999984741211,86.5073471069336,6256500
2020-02-18,87.83000183105469,89.0,87.52999877929688,88.02999877929688,84.99153900146484,7248100
2020-02-19,88.91999816894531,90.62000274658203,88.6500015258789,90.55999755859375,87.43421173095703,7820900
2020-02-20,90.80999755859375,91.87999725341797,88.68000030517578,89.47000122070312,86.38184356689453,9754900
2020-02-21,88.55999755859375,89.02999877929688,86.33000183105469,87.02999877929688,84.02605438232422,12257600
2020-02-24,83.9000015258789,84.83000183105469,82.70999908447266,83.31999969482422,80.4441146850586,12158500
2020-02-25,83.94000244140625,84.4000015258789,79.63999938964844,80.22000122070312,77.45111846923828,14725000
2020-02-26,81.0,82.02999877929688,79.08999633789062,79.66000366210938,76.91043853759766,13125000
2020-02-27,77.12999725341797,78.19000244140625,75.33000183105469,75.94000244140625,73.31884002685547,17898300
2020-02-28,73.76000213623047,79.80999755859375,73.33999633789062,78.30000305175781,75.5973892211914,20843300
2020-03-02,79.0199966430664,80.70999908447266,77.12999725341797,80.55999755859375,77.77937316894531,15043400
2020-03-03,80.81999969482422,82.6500015258789,77.83000183105469,78.55999755859375,75.84840393066406,16356200
2020-03-04,79.12000274658203,81.91000366210938,78.05000305175781,81.80000305175781,79.60482788085938,9894900
2020-03-05,79.45999908447266,81.37000274658203,78.69999694824219,79.16999816894531,77.04539489746094,9396200
2020-03-06,76.33000183105469,78.08000183105469,75.83000183105469,77.47000122070312,75.39102935791016,11536500
2020-03-09,72.4000015258789,76.0999984741211,71.83000183105469,72.63999938964844,70.69064331054688,13898500
2020-03-10,74.80000305175781,79.04000091552734,74.16000366210938,78.88999938964844,76.77291107177734,13615600
2020-03-11,76.29000091552734,77.79000091552734,73.72000122070312,74.62000274658203,72.61751556396484,13376500
2020-03-12,69.5199966430664,72.52999877929688,67.0,67.0199966430664,65.2214584350586,19386200
